"","Days to Ship Actual","Sales Forecast","Ship Status","Days to Ship Scheduled","Category","City","Country","Customer Name","Discount","Number of Records","Order Date","Order ID","Postal Code","Product Name","Profit","Quantity","Region","Sales","Segment","Ship Date","Ship Mode","State","Sub-Category"
"634",2,"$27","Shipped Early",3,"Technology","Miami","United States","Brian Dahlen","20.00%",1,2017-02-09,"CA-2017-144694",33180,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack","$2",3,"South","$18","Consumer","9/26/2017","Second Class","Florida","Accessories"
"635",2,"$353","Shipped Early",3,"Office Supplies","Miami","United States","Brian Dahlen","20.00%",1,2017-02-09,"CA-2017-144694",33180,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","$86",3,"South","$236","Consumer","9/26/2017","Second Class","Florida","Labels"
"636",5,"$588","Shipped Late",3,"Furniture","Warner Robins","United States","Denny Joy","0.00%",1,2015-02-10,"CA-2015-168004",31088,"Office Star - Mesh Screen back chair with Vinyl seat","$43",3,"South","$393","Corporate","42257","Second Class","Georgia","Chairs"
"637",6,"$28","Shipped On Time",6,"Office Supplies","Aurora","United States","Max Engle","70.00%",1,2016-02-08,"US-2016-123470",80013,"Premium Transparent Presentation Covers by GBC","-$14",3,"West","$19","Consumer","8/21/2016","Standard Class","Colorado","Binders"
"638",6,"$183","Shipped On Time",6,"Office Supplies","Aurora","United States","Max Engle","20.00%",1,2016-02-08,"US-2016-123470",80013,"Tripp Lite TLP810NET Broadband Surge for Modem/Fax","$12",3,"West","$122","Consumer","8/21/2016","Standard Class","Colorado","Appliances"
"639",5,"$1,571","Shipped Early",6,"Furniture","Vallejo","United States","Rick Bensley","0.00%",1,2016-02-05,"CA-2016-115917",94591,"Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","$273",5,"West","$1,049","Home Office","5/25/2016","Standard Class","California","Furnishings"
"640",5,"$23","Shipped Early",6,"Office Supplies","Vallejo","United States","Rick Bensley","20.00%",1,2016-02-05,"CA-2016-115917",94591,"Wilson Jones Turn Tabs Binder Tool for Ring Binders","$5",4,"West","$15","Home Office","5/25/2016","Standard Class","California","Binders"
"641",4,"$28","Shipped Early",6,"Furniture","Minneapolis","United States","Justin Deggeller","0.00%",1,2016-02-12,"CA-2016-147067",55407,"Eldon 200 Class Desk Accessories","$6",3,"Central","$19","Corporate","12/22/2016","Standard Class","Minnesota","Furnishings"
"642",4,"$495","Shipped Late",3,"Office Supplies","Mission Viejo","United States","John Lee","0.00%",1,2017-02-07,"CA-2017-167913",92691,"Economy Rollaway Files","$86",2,"West","$330","Consumer","42802","Second Class","California","Storage"
"643",4,"$39","Shipped Late",3,"Office Supplies","Mission Viejo","United States","John Lee","0.00%",1,2017-02-07,"CA-2017-167913",92691,"Avery 480","$13",7,"West","$26","Consumer","42802","Second Class","California","Labels"
"644",5,"$198","Shipped Early",6,"Technology","Rochester Hills","United States","Sean Christensen","0.00%",1,2017-02-06,"CA-2017-106103",48307,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","$54",4,"Central","$133","Consumer","6/15/2017","Standard Class","Michigan","Accessories"
"645",4,"$10","Shipped Early",6,"Office Supplies","Plainfield","United States","Tamara Willingham","0.00%",1,2017-02-07,"US-2017-127719",7060,"Xerox 1993","$3",1,"East","$6","Home Office","7/25/2017","Standard Class","New Jersey","Paper"
"646",6,"$313","Shipped On Time",6,"Office Supplies","Columbus","United States","Chuck Clark","0.00%",1,2017-02-12,"CA-2017-126221",47201,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","$57",2,"Central","$209","Home Office","43221","Standard Class","Indiana","Appliances"
"647",7,"$47","Shipped Late",6,"Office Supplies","Sierra Vista","United States","Barry Blumstein","20.00%",1,2016-02-04,"CA-2016-103947",85635,"Staples","$10",5,"West","$32","Corporate","42586","Standard Class","Arizona","Fasteners"
"648",7,"$45","Shipped Late",6,"Office Supplies","Sierra Vista","United States","Barry Blumstein","20.00%",1,2016-02-04,"CA-2016-103947",85635,"Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","$3",2,"West","$30","Corporate","42586","Standard Class","Arizona","Appliances"
"649",5,"$22","Shipped Late",3,"Furniture","Vancouver","United States","Anthony Rawles","0.00%",1,2016-02-12,"CA-2016-160745",98661,"3M Hangers With Command Adhesive","$6",4,"West","$15","Corporate","12/16/2016","Second Class","Washington","Furnishings"
"650",5,"$453","Shipped Late",3,"Technology","Vancouver","United States","Anthony Rawles","20.00%",1,2016-02-12,"CA-2016-160745",98661,"AT&T TR1909W","$23",3,"West","$302","Corporate","12/16/2016","Second Class","Washington","Phones"
"651",5,"$473","Shipped Late",3,"Technology","Vancouver","United States","Anthony Rawles","0.00%",1,2016-02-12,"CA-2016-160745",98661,"First Data FD10 PIN Pad","$32",4,"West","$316","Corporate","12/16/2016","Second Class","Washington","Accessories"
"652",6,"$568","Shipped On Time",6,"Office Supplies","New York City","United States","Steven Roelle","0.00%",1,2016-02-10,"CA-2016-132661",10024,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","$178",10,"East","$379","Home Office","10/29/2016","Standard Class","New York","Paper"
"653",4,"$146","Shipped Early",6,"Office Supplies","New York City","United States","Allen Rosenblatt","0.00%",1,2017-02-06,"CA-2017-140844",10035,"Xerox 1943","$46",2,"East","$98","Corporate","6/23/2017","Standard Class","New York","Paper"
"654",4,"$154","Shipped Early",6,"Technology","New York City","United States","Allen Rosenblatt","0.00%",1,2017-02-06,"CA-2017-140844",10035,"Sony 16GB Class 10 Micro SDHC R40 Memory Card","$10",8,"East","$103","Corporate","6/23/2017","Standard Class","New York","Accessories"
"655",6,"$170","Shipped On Time",6,"Office Supplies","Columbus","United States","Craig Reiter","20.00%",1,2016-02-08,"CA-2016-137239",43229,"Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","$9",2,"East","$114","Consumer","8/28/2016","Standard Class","Ohio","Appliances"
"656",6,"$5","Shipped On Time",6,"Office Supplies","Columbus","United States","Craig Reiter","70.00%",1,2016-02-08,"CA-2016-137239",43229,"Avery Durable Poly Binders","-$3",2,"East","$3","Consumer","8/28/2016","Standard Class","Ohio","Binders"
"657",6,"$201","Shipped On Time",6,"Office Supplies","Columbus","United States","Craig Reiter","20.00%",1,2016-02-08,"CA-2016-137239",43229,"Airmail Envelopes","$45",2,"East","$134","Consumer","8/28/2016","Standard Class","Ohio","Envelopes"
"658",0,"$1,050","Shipped On Time",0,"Furniture","Aurora","United States","Eugene Hildebrand","30.00%",1,2016-02-09,"US-2016-156097",60505,"Global Troy Executive Leather Low-Back Tilter","-$50",2,"Central","$701","Home Office","9/19/2016","Same Day","Illinois","Chairs"
"659",0,"$3","Shipped On Time",0,"Office Supplies","Aurora","United States","Eugene Hildebrand","80.00%",1,2016-02-09,"US-2016-156097",60505,"Avery Binding System Hidden Tab Executive Style Index Sets","-$3",2,"Central","$2","Home Office","9/19/2016","Same Day","Illinois","Binders"
"660",4,"$1,497","Shipped Early",6,"Office Supplies","Arlington","United States","Cassandra Brandow","20.00%",1,2015-02-08,"CA-2015-146563",76017,"Hot File 7-Pocket, Floor Stand","$125",7,"Central","$999","Consumer","8/28/2015","Standard Class","Texas","Storage"
"661",4,"$1,084","Shipped Early",6,"Office Supplies","Arlington","United States","Cassandra Brandow","20.00%",1,2015-02-08,"CA-2015-146563",76017,"Space Solutions Commercial Steel Shelving","-$136",14,"Central","$724","Consumer","8/28/2015","Standard Class","Texas","Storage"
"662",4,"$1,376","Shipped Early",6,"Furniture","Arlington","United States","Cassandra Brandow","30.00%",1,2015-02-08,"CA-2015-146563",76017,"Hon Racetrack Conference Tables","-$118",5,"Central","$919","Consumer","8/28/2015","Standard Class","Texas","Tables"
"663",4,"$4","Shipped Early",6,"Office Supplies","Arlington","United States","Cassandra Brandow","80.00%",1,2015-02-08,"CA-2015-146563",76017,"Avery Durable Plastic 1"" Binders","-$4",3,"Central","$3","Consumer","8/28/2015","Standard Class","Texas","Binders"
"664",4,"$689","Shipped Early",6,"Office Supplies","New York City","United States","Sibella Parks","0.00%",1,2016-02-03,"CA-2016-123666",10011,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","$18",5,"East","$460","Corporate","3/30/2016","Standard Class","New York","Storage"
"665",0,"$16","Shipped On Time",0,"Office Supplies","Louisville","United States","Roy Collins","0.00%",1,2016-02-11,"CA-2016-143308",40214,"OIC Colored Binder Clips, Assorted Sizes","$5",3,"South","$11","Consumer","42471","Same Day","Kentucky","Fasteners"
"666",2,"$36","Shipped Early",3,"Office Supplies","Dallas","United States","Tiffany House","20.00%",1,2017-02-06,"CA-2017-132682",75081,"Acme Tagit Stainless Steel Antibacterial Scissors","$2",3,"Central","$24","Corporate","43014","Second Class","Texas","Supplies"
"667",2,"$127","Shipped Early",3,"Office Supplies","Dallas","United States","Tiffany House","20.00%",1,2017-02-06,"CA-2017-132682",75081,"Easy-staple paper","$29",3,"Central","$85","Corporate","43014","Second Class","Texas","Paper"
"668",2,"$571","Shipped Early",3,"Technology","Dallas","United States","Tiffany House","20.00%",1,2017-02-06,"CA-2017-132682",75081,"ClearOne Communications CHAT 70 OC Speaker Phone","$29",3,"Central","$382","Corporate","43014","Second Class","Texas","Phones"
"669",2,"$45","Shipped Late",1,"Furniture","Cleveland","United States","Resi Pölking","20.00%",1,2014-02-12,"CA-2014-156314",44105,"Master Giant Foot Doorstop, Safety Yellow","$9",5,"East","$30","Consumer","12/26/2014","First Class","Ohio","Furnishings"
"670",4,"$36","Shipped Early",6,"Furniture","Chicago","United States","Meg O'Connel","60.00%",1,2017-02-06,"US-2017-106663",60653,"12-1/2 Diameter Round Wall Clock","-$14",3,"Central","$24","Home Office","6/13/2017","Standard Class","Illinois","Furnishings"
"671",4,"$163","Shipped Early",6,"Furniture","Chicago","United States","Meg O'Connel","50.00%",1,2017-02-06,"US-2017-106663",60653,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","-$72",1,"Central","$109","Home Office","6/13/2017","Standard Class","Illinois","Tables"
"672",4,"$54","Shipped Early",6,"Office Supplies","Chicago","United States","Meg O'Connel","20.00%",1,2017-02-06,"US-2017-106663",60653,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","$11",8,"Central","$36","Home Office","6/13/2017","Standard Class","Illinois","Paper"
"673",7,"$29","Shipped Late",6,"Office Supplies","Quincy","United States","Tamara Dahlen","20.00%",1,2017-02-06,"CA-2017-111178",62301,"Newell 331","$2",5,"Central","$20","Consumer","6/22/2017","Standard Class","Illinois","Art"
"674",3,"$92","Shipped Late",1,"Office Supplies","Columbus","United States","Rob Beeghly","0.00%",1,2017-02-12,"CA-2017-130351",47201,"Kensington 6 Outlet Guardian Standard Surge Protector","$17",3,"Central","$61","Consumer","42959","First Class","Indiana","Appliances"
"675",3,"$58","Shipped Late",1,"Office Supplies","Columbus","United States","Rob Beeghly","0.00%",1,2017-02-12,"CA-2017-130351",47201,"Southworth 100% Résumé Paper, 24lb.","$18",5,"Central","$39","Consumer","42959","First Class","Indiana","Paper"
"676",3,"$149","Shipped Late",1,"Technology","Columbus","United States","Rob Beeghly","0.00%",1,2017-02-12,"CA-2017-130351",47201,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","$41",3,"Central","$99","Consumer","42959","First Class","Indiana","Accessories"
"677",5,"$4","Shipped Early",6,"Office Supplies","Tyler","United States","Carol Darley","80.00%",1,2017-02-03,"US-2017-119438",75701,"Hoover Portapower Portable Vacuum","-$7",3,"Central","$3","Consumer","3/23/2017","Standard Class","Texas","Appliances"
"678",5,"$42","Shipped Early",6,"Technology","Tyler","United States","Carol Darley","20.00%",1,2017-02-03,"US-2017-119438",75701,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack","$5",3,"Central","$28","Consumer","3/23/2017","Standard Class","Texas","Accessories"
"679",5,"$124","Shipped Early",6,"Furniture","Tyler","United States","Carol Darley","60.00%",1,2017-02-03,"US-2017-119438",75701,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","-$41",3,"Central","$83","Consumer","3/23/2017","Standard Class","Texas","Furnishings"
"680",5,"$274","Shipped Early",6,"Office Supplies","Tyler","United States","Carol Darley","80.00%",1,2017-02-03,"US-2017-119438",75701,"Ibico Hi-Tech Manual Binding System","-$320",3,"Central","$183","Consumer","3/23/2017","Standard Class","Texas","Binders"
"681",5,"$21","Shipped Early",6,"Office Supplies","New York City","United States","Doug Jacobs","20.00%",1,2016-02-11,"CA-2016-164511",10024,"Avery Hanging File Binders","$5",3,"East","$14","Consumer","11/24/2016","Standard Class","New York","Binders"
"682",5,"$97","Shipped Early",6,"Office Supplies","New York City","United States","Doug Jacobs","0.00%",1,2016-02-11,"CA-2016-164511",10024,"Fellowes Neat Ideas Storage Cubes","$3",2,"East","$65","Consumer","11/24/2016","Standard Class","New York","Storage"
"683",5,"$103","Shipped Early",6,"Office Supplies","New York City","United States","Doug Jacobs","0.00%",1,2016-02-11,"CA-2016-164511",10024,"Advantus Rolling Storage Box","$19",4,"East","$69","Consumer","11/24/2016","Standard Class","New York","Storage"
"684",0,"$11,981","Shipped On Time",0,"Technology","Burlington","United States","Grant Thornton","50.00%",1,2017-02-11,"US-2017-168116",27217,"Cubify CubeX 3D Printer Triple Head Print","-$3,840",4,"South","$8,000","Corporate","42836","Same Day","North Carolina","Machines"
"685",0,"$251","Shipped On Time",0,"Office Supplies","Burlington","United States","Grant Thornton","20.00%",1,2017-02-11,"US-2017-168116",27217,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","$15",2,"South","$167","Corporate","42836","Same Day","North Carolina","Appliances"
"686",3,"$719","Shipped Late",1,"Technology","Jackson","United States","Michael Chen","0.00%",1,2014-02-07,"CA-2014-157784",39212,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router","$163",3,"South","$480","Consumer","41858","First Class","Mississippi","Accessories"
"687",3,"$22","Shipped Late",1,"Office Supplies","Jackson","United States","Michael Chen","0.00%",1,2014-02-07,"CA-2014-157784",39212,"Avery 516","$7",2,"South","$15","Consumer","41858","First Class","Mississippi","Labels"
"688",3,"$29","Shipped Late",1,"Office Supplies","Jackson","United States","Michael Chen","0.00%",1,2014-02-07,"CA-2014-157784",39212,"Xerox 1995","$9",3,"South","$19","Consumer","41858","First Class","Mississippi","Paper"
"689",4,"$288","Shipped Early",6,"Furniture","New York City","United States","Ralph Arnett","20.00%",1,2017-02-12,"CA-2017-161480",10035,"Bush Andora Bookcase, Maple/Graphite Gray Finish","$5",2,"East","$192","Consumer","12/29/2017","Standard Class","New York","Bookcases"
"690",2,"$156","Shipped Early",3,"Furniture","Waynesboro","United States","Naresj Patel","0.00%",1,2014-02-06,"US-2014-117135",22980,"Luxo Professional Magnifying Clamp-On Fluorescent Lamps","$15",1,"South","$104","Consumer","6/23/2014","Second Class","Virginia","Furnishings"
"691",2,"$427","Shipped Early",3,"Technology","Waynesboro","United States","Naresj Patel","0.00%",1,2014-02-06,"US-2014-117135",22980,"Konftel 250 Conference phone - Charcoal black","$74",1,"South","$285","Consumer","6/23/2014","Second Class","Virginia","Phones"
"692",2,"$55","Shipped Early",3,"Office Supplies","Waynesboro","United States","Naresj Patel","0.00%",1,2014-02-06,"US-2014-117135",22980,"Recycled Eldon Regeneration Jumbo File","$10",3,"South","$37","Consumer","6/23/2014","Second Class","Virginia","Storage"
"693",5,"$249","Shipped Early",6,"Technology","Los Angeles","United States","Alan Barnes","0.00%",1,2015-02-03,"CA-2015-131534",90036,"Imation Bio 8GB USB Flash Drive Imation Corp","$25",1,"West","$166","Consumer","42039","Standard Class","California","Accessories"
"694",5,"$50","Shipped Early",6,"Office Supplies","Los Angeles","United States","Alan Barnes","0.00%",1,2015-02-03,"CA-2015-131534",90036,"Xerox 1977","$16",5,"West","$33","Consumer","42039","Standard Class","California","Paper"
"695",3,"$297","Shipped Late",1,"Office Supplies","Chester","United States","Jesus Ocampo","20.00%",1,2015-02-05,"CA-2015-119291",19013,"Boston School Pro Electric Pencil Sharpener, 1670","$17",8,"East","$198","Home Office","5/17/2015","First Class","Pennsylvania","Art"
"696",3,"$71","Shipped Late",1,"Office Supplies","Chester","United States","Jesus Ocampo","20.00%",1,2015-02-05,"CA-2015-119291",19013,"Avery 490","$18",4,"East","$47","Home Office","5/17/2015","First Class","Pennsylvania","Labels"
"697",3,"$301","Shipped Late",1,"Office Supplies","Chester","United States","Jesus Ocampo","20.00%",1,2015-02-05,"CA-2015-119291",19013,"Jet-Pak Recycled Peel 'N' Seal Padded Mailers","$63",7,"East","$201","Home Office","5/17/2015","First Class","Pennsylvania","Envelopes"
"698",3,"$146","Shipped Late",1,"Office Supplies","Chester","United States","Jesus Ocampo","20.00%",1,2015-02-05,"CA-2015-119291",19013,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","$32",4,"East","$98","Home Office","5/17/2015","First Class","Pennsylvania","Labels"
"699",3,"$4","Shipped Late",1,"Office Supplies","Chester","United States","Jesus Ocampo","20.00%",1,2015-02-05,"CA-2015-119291",19013,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack","$1",1,"East","$3","Home Office","5/17/2015","First Class","Pennsylvania","Art"
